run,kernel_down_ns,kernel_first_move_ns,trial,action,ui_down_ns,ui_first_move_ns,gl_down_ns,gl_first_move_ns,applied_ns,first_render_ns,half_lane_ns,ninety_lane_ns
2.0-cruise-120,1142115681498063,1142115689580460,27,4,1142115684243949,1142115698941502,1142115694165668,1142115710754368,1142115763601040,1142115778863698,0,0
2.0-cruise-120,1142116688669361,1142116696466029,28,1,1142116693307695,1142116718359677,1142116700701498,1142116730720303,1142116766727233,1142116779081401,1142116810953175,1142116930116416
2.0-cruise-120,1142117695640295,1142117703585139,29,2,1142117698120920,1142117720763162,1142117701708525,1142117733031809,1142117768150667,1142117781274001,1142117813248588,1142117933350162
2.0-cruise-120,1142118702657062,1142118710613156,30,3,1142118705001749,1142118723033366,1142118705419822,1142118735138211,1142118787742695,1142118801037801,0,0
2.0-cruise-120,1142119709635808,1142119717582007,31,4,1142119711983464,1142119725453987,1142119721329872,1142119737380186,1142119790550243,1142119804150765,0,0
2.0-cruise-120,1142120716488564,1142120724724347,32,1,1142120720515440,1142120744531328,1142120727908305,1142120757402319,1142120792593051,1142120807536386,1142120837912118,1142120958531401
2.0-cruise-120,1142121723672727,1142121731467155,33,2,1142121726188457,1142121747244657,1142121728363249,1142121759592314,1142121811441851,1142121825343831,1142121858926439,1142121977372857
2.0-cruise-120,1142122730635276,1142122738599339,34,3,1142122734334130,1142122749844340,1142122745883871,1142122761176424,1142122814280753,1142122828823410,0,0
2.0-cruise-120,1142123737640740,1142123745592147,35,4,1142123740518501,1142123752331367,1142123749816106,1142123765205899,1142123817089082,1142123831421271,0,0
2.0-cruise-120,1142124744903289,1142124752594227,36,1,1142124747221206,1142124771722302,1142124752322612,1142124783889022,1142124820033296,1142124833311735,1142124866749186,1142124983192010
2.0-cruise-120,1142125751870160,1142125760279484,37,2,1142125758345577,1142125774020475,1142125759028129,1142125784549746,1142125838362877,1142125852346003,1142125885266059,1142126004234925
2.0-cruise-120,1142126758642760,1142126766688073,38,3,1142126760807917,1142126776559845,1142126772361980,1142126789026826,1142126840959591,1142126854763395,0,0
2.0-cruise-120,1142127765614267,1142127773653382,39,4,1142127769105048,1142127795323905,1142127773572340,1142127805701406,1142127840541514,1142127855299119,0,0
2.0-cruise-120,1142128772569992,1142128780502909,40,1,1142128774746867,1142128797630515,1142128793065879,1142128809343694,1142128844764478,1142128858422292,1142128889803545,1142129008715693
2.0-cruise-120,1142129779625874,1142129787471604,41,2,1142129781570093,1142129800234574,1142129795251865,1142129812082804,1142129864294944,1142129877645415,1142129910481251,1142130028441732
2.0-cruise-120,1142130786764463,1142130794591183,42,3,1142130788858266,1142130802948319,1142130798682225,1142130815578060,1142130866828274,1142130880557598,0,0
2.0-cruise-120,1142131793495397,1142131801727117,43,4,1142131795315918,1142131822397275,1142131800760971,1142131834666599,1142131869970405,1142131884101448,0,0
2.0-cruise-120,1142132800592581,1142132808572061,44,1,1142132802627164,1142132824999614,1142132820486333,1142132837193678,1142132890131392,1142132902327955,1142132933790511,1142133052881929
2.0-cruise-120,1142133807511535,1142133815615651,45,2,1142133810077838,1142133827520443,1142133823167318,1142133839229768,1142133892400606,1142133905586649,1142133938142382,1142134057349529
2.0-cruise-120,1142134814508406,1142134822832834,46,3,1142134818207000,1142134829768772,1142134826528772,1142134842240649,1142134894268050,1142134907620707,0,0
2.0-cruise-120,1142135822167517,1142135829590955,47,4,1142135825730643,1142135849069759,1142135833411112,1142135860579084,1142135897745702,1142135910943047,0,0
2.0-cruise-8,1141895991223521,1141895999015241,0,1,1141895994343001,1141896008135346,1141896000438418,1141896015778941,1141896017439722,1141896032072328,1141896079729936,1141896182813957
2.0-cruise-8,1141896997962945,1141897006064925,1,2,1141896999790445,1141897015187009,1141897003457320,1141897019142270,1141897020805811,1141897034150813,1141897066277535,1141897185449682
2.0-cruise-8,1141898005269347,1141898013055962,2,3,1141898008443983,1141898022146901,1141898020804609,1141898036553569,1141898038309038,1141898051678570,0,0
2.0-cruise-8,1141899011961374,1141899020051323,3,4,1141899014285020,1141899029374814,1141899024027417,1141899039830492,1141899041637732,1141899056124295,0,0
2.0-cruise-8,1141900018954600,1141900026929496,4,1,1141900022113663,1141900036393039,1141900026720486,1141900042458456,1141900045610123,1141900057683822,1141900090597940,1141900210163629
2.0-cruise-8,1141901026109179,1141901034106993,5,2,1141901028057929,1141901043296525,1141901030065273,1141901045348764,1141901048112983,1141901058624599,1141901108611896,1141901211328677
2.0-cruise-8,1141902032963290,1141902041050843,6,3,1141902035069801,1141902049748708,1141902046096052,1141902062972095,1141902064789335,1141902078298086,0,0
2.0-cruise-8,1141903040033494,1141903048048860,7,4,1141903042290526,1141903057259798,1141903051875683,1141903064771205,1141903066386205,1141903081210582,0,0
2.0-cruise-8,1141904047244011,1141904055279377,8,1,1141904049866147,1141904064190524,1141904053461252,1141904068195159,1141904070374118,1141904083988598,1141904131173499,1141904235348666
2.0-cruise-8,1141905053942185,1141905062142602,9,2,1141905055655310,1141905071571509,1141905056108070,1141905086656407,1141905088388542,1141905102363387,1141905133488703,1141905254670590
2.0-cruise-8,1141906061100566,1141906069103536,10,3,1141906063786244,1141906076680672,1141906073400984,1141906089456975,1141906091144788,1141906104597081,0,0
2.0-cruise-8,1141907068038062,1141907076054938,11,4,1141907070958688,1141907085690408,1141907077268897,1141907092700669,1141907094509940,1141907108592493,0,0
2.0-cruise-8,1141908075082798,1141908082929934,12,1,1141908077625871,1141908092299831,1141908080813111,1141908095569623,1141908097307904,1141908110026135,1141908141175253,1141908264457140
2.0-cruise-8,1141909081955763,1141909089938472,13,2,1141909084747117,1141909099411546,1141909097488056,1141909113501027,1141909115202329,1141909129107695,1141909162418271,1141909282028023
2.0-cruise-8,1141910089121749,1141910096926489,14,3,1141910091712218,1141910106616386,1141910100742739,1141910115741908,1141910117912950,1141910133303784,0,0
2.0-cruise-8,1141911096074297,1141911104065756,15,4,1141911098048933,1141911113275392,1141911102344298,1141911118402633,1141911120322060,1141911134698572,0,0
2.0-cruise-8,1141912102954710,1141912110967158,16,1,1141912105588668,1141912120447732,1141912107298877,1141912121654451,1141912123282993,1141912136502526,1141912184677895,1141912288784937
2.0-cruise-8,1141913110259550,1141913117925280,17,2,1141913112230592,1141913127745541,1141913123042259,1141913139791480,1141913141494917,1141913154902835,1141913187908047,1141913308866184
2.0-cruise-8,1141914117139181,1141914125045276,18,3,1141914120079807,1141914134309912,1141914127732359,1141914142717830,1141914144472413,1141914158537727,0,0
2.0-cruise-8,1141915123952198,1141915131943918,19,4,1141915126760323,1141915141244544,1141915130018970,1141915145481627,1141915147431107,1141915161904962,0,0
2.0-cruise-8,1141916131155163,1141916139330945,20,1,1141916133676361,1141916148230842,1141916147706206,1141916164710687,1141916166409750,1141916180851626,1141916212631734,1141916333709090
2.0-cruise-8,1141917137976149,1141917146135212,21,2,1141917140088284,1141917154116567,1141917150577817,1141917166753079,1141917168454485,1141917183029226,1141917214731938,1141917335044606
2.0-cruise-8,1141918145585364,1141918153143437,22,3,1141918148970989,1141918162681668,1141918156860573,1141918169495002,1141918171174689,1141918185112607,0,0
2.0-cruise-8,1141919151951714,1141919160035934,23,4,1141919154880204,1141919169391560,1141919157410881,1141919172119529,1141919173850987,1141919188116405,0,0
2.0-cruise-8,1141920158948898,1141920166996867,24,1,1141920161115200,1141920176455149,1141920174753170,1141920190712182,1141920192600411,1141920206791194,1141920238041197,1141920358315532
2.0-cruise-8,1141921166149988,1141921174044207,25,2,1141921168592488,1141921180658218,1141921177373999,1141921192772438,1141921194371449,1141921208581867,1141921240843901,1141921361141257
2.0-cruise-8,1141922173055036,1141922181043005,26,3,1141922175045609,1141922190254881,1141922180922485,1141922195649465,1141922197420663,1141922210785977,0,0
2.0-cruise-8,1141923180096074,1141923188057012,27,4,1141923182141491,1141923197336857,1141923184629043,1141923199398680,1141923201203784,1141923214215556,0,0
2.0-cruise-8,1141924186968674,1141924195059977,28,1,1141924189235080,1141924204626488,1141924200928675,1141924217308156,1141924218946229,1141924232819616,1141924265798005,1141924385571819
2.0-cruise-8,1141925194151066,1141925201937421,29,2,1141925196523931,1141925211790339,1141925205381484,1141925220623829,1141925222383621,1141925233788414,1141925284885815,1141925387735460
2.0-cruise-8,1141926201098302,1141926209067782,30,3,1141926203854083,1141926218385387,1141926208163615,1141926222729137,1141926224452367,1141926238109243,0,0
2.0-cruise-8,1141927208127725,1141927216084288,31,4,1141927210022048,1141927225130591,1141927211144236,1141927225887154,1141927228129289,1141927241133457,0,0
2.0-cruise-8,1141928214962304,1141928222934493,32,1,1141928217277253,1141928231782358,1141928227022306,1141928244109547,1141928245637047,1141928260565226,1141928291802937,1141928412421543
2.0-cruise-8,1141929222156311,1141929230054176,33,2,1141929224556520,1141929239589698,1141929231758083,1141929246804334,1141929248790272,1141929262025898,1141929310346111,1141929414089143
2.0-cruise-8,1141930229105578,1141930236939172,34,3,1141930232103912,1141930246456517,1141930234549537,1141930249070736,1141930250889122,1141930264484644,0,0
2.0-cruise-8,1141931236104585,1141931243976096,35,4,1141931239060835,1141931253179742,1141931253702763,1141931253810263,1141931255668389,1141931268095004,0,0
2.0-cruise-8,1141932242956612,1141932251048800,36,1,1141932245305987,1141932258554530,1141932254669269,1141932270158802,1141932271644479,1141932286814950,1141932317978963,1141932438537308
2.0-cruise-8,1141933249961764,1141933258054682,37,2,1141933252072077,1141933267466610,1141933258467911,1141933273266350,1141933274899736,1141933288487966,1141933337021252,1141933440702773
2.0-cruise-8,1141934257258115,1141934265047543,38,3,1141934260266865,1141934273978429,1141934261604313,1141934275269575,1141934277106867,1141934291140201,0,0
2.0-cruise-8,1141935264125350,1141935271952799,39,4,1141935266484882,1141935281493894,1141935278615560,1141935294854103,1141935296728739,1141935311059730,0,0
2.0-cruise-8,1141936271096753,1141936279078993,40,1,1141936273704461,1141936288647484,1141936282033108,1141936297137641,1141936298813474,1141936313306444,1141936345729000,1141936465084793
2.0-cruise-8,1141937278115499,1141937286091958,41,2,1141937280934978,1141937295250449,1141937285247687,1141937299653470,1141937301330605,1141937314953680,1141937364553320,1141937468021143
2.0-cruise-8,1141938285158360,1141938292959194,42,3,1141938287814350,1141938302588413,1141938288646016,1141938319133207,1141938320926957,1141938334271906,0,0
2.0-cruise-8,1141939292321377,1141939300063096,43,4,1141939294514658,1141939309471378,1141939304720336,1141939321216692,1141939323090963,1141939336960964,0,0
2.0-cruise-8,1141940299127727,1141940306987415,44,1,1141940301876842,1141940317145229,1141940308328197,1141940323593719,1141940325114084,1141940339866585,1141940371611588,1141940491368788
2.0-cruise-8,1141941306207098,1141941314046578,45,2,1141941308821005,1141941323256266,1141941311313140,1141941326560538,1141941328318663,1141941342154706,1141941373605282,1141941493923940
2.0-cruise-8,1141942312970375,1141942320970064,46,3,1141942315058188,1141942330374231,1141942328816783,1141942344930743,1141942346769181,1141942361052307,0,0
2.0-cruise-8,1141943320078340,1141943328080685,47,4,1141943322259174,1141943336131155,1141943331979800,1141943347231729,1141943348864541,1141943364788189,0,0
2.0-fast-8,1142280985029166,1142280993116614,0,1,1142280987417187,1142281002062501,1142280993309323,1142281008209064,1142281009883126,1142281024732763,1142281071137195,1142281175540070
2.0-fast-8,1142281991575047,1142281999574267,1,2,1142281993992652,1142282009324841,1142281995642548,1142282011560101,1142282014353122,1142282026140311,1142282073489378,1142282177146889
2.0-fast-8,1142282998576918,1142283006677700,2,3,1142283000762960,1142283015885045,1142283012650878,1142283028790567,1142283030735567,1142283043579266,0,0
2.0-fast-8,1142284005583216,1142284013561603,3,4,1142284007838894,1142284023213635,1142284016859988,1142284032230667,1142284034081865,1142284048428221,0,0
2.0-fast-8,1142285012805661,1142285020546859,4,1,1142285015694880,1142285030258006,1142285019732224,1142285034741132,1142285036318944,1142285050796185,1142285083482386,1142285201938752
2.0-fast-8,1142286019559719,1142286027734251,5,2,1142286021492949,1142286036810398,1142286021602688,1142286037895190,1142286041202482,1142286052899514,1142286086160611,1142286204149008
2.0-fast-8,1142287026584663,1142287034671799,6,3,1142287028804195,1142287042368259,1142287039188362,1142287055428729,1142287057268729,1142287070725605,0,0
2.0-fast-8,1142288033679034,1142288041552004,7,4,1142288036302889,1142288051129974,1142288042798254,1142288058038881,1142288060111329,1142288073457059,0,0
2.0-fast-8,1142289040716218,1142289048566583,8,1,1142289044066635,1142289057753303,1142289046255906,1142289061409241,1142289063125283,1142289075667419,1142289108811694,1142289228166653
2.0-fast-8,1142290047711318,1142290055712725,9,2,1142290050329704,1142290065148247,1142290062825539,1142290079035280,1142290080737676,1142290095073302,1142290127998253,1142290246871494
2.0-fast-8,1142291054721575,1142291062775795,10,3,1142291057034231,1142291072045587,1142291065861941,1142291081616421,1142291083448036,1142291096807360,0,0
2.0-fast-8,1142292061735165,1142292069700270,11,4,1142292063694488,1142292078847510,1142292069351572,1142292084601730,1142292086345896,1142292099606158,0,0
2.0-fast-8,1142293068561255,1142293076667766,12,1,1142293070497765,1142293085832559,1142293072042036,1142293087595215,1142293089303184,1142293103205633,1142293134415949,1142293255205857
2.0-fast-8,1142294075564480,1142294083554689,13,2,1142294077742553,1142294093232555,1142294090637502,1142294105929483,1142294107474171,1142294122066151,1142294153709592,1142294275336479
2.0-fast-8,1142295082691716,1142295090672081,14,3,1142295084601247,1142295100175311,1142295094247394,1142295110288073,1142295111955417,1142295125644585,0,0
2.0-fast-8,1142296089556035,1142296097549004,15,4,1142296091520045,1142296106902339,1142296097154734,1142296111635256,1142296113499475,1142296127272809,0,0
2.0-fast-8,1142297096558844,1142297104573844,16,1,1142297098624781,1142297114123793,1142297099232021,1142297129411347,1142297130865514,1142297145145255,1142297177340414,1142297297469541
2.0-fast-8,1142298103686600,1142298111676549,17,2,1142298106079569,1142298119828268,1142298116123216,1142298132828218,1142298134622593,1142298148273844,1142298181497233,1142298300644849
2.0-fast-8,1142299111399878,1142299118682691,18,3,1142299113544826,1142299128151233,1142299120093785,1142299135287640,1142299137017849,1142299151482798,0,0
2.0-fast-8,1142300117733311,1142300125559562,19,4,1142300120362166,1142300134709511,1142300123637114,1142300137831959,1142300139653470,1142300154126284,0,0
2.0-fast-8,1142301124718411,1142301132706746,20,1,1142301126858255,1142301141964299,1142301140355913,1142301156585029,1142301158162998,1142301173069823,1142301205859774,1142301324613483
2.0-fast-8,1142302131724137,1142302139546585,21,2,1142302134069189,1142302146940701,1142302143824138,1142302159780494,1142302161522004,1142302175223360,1142302207990759,1142302326807698
2.0-fast-8,1142303138588977,1142303146680123,22,3,1142303141123560,1142303156070853,1142303146878717,1142303162300542,1142303164451844,1142303178151585,0,0
2.0-fast-8,1142304145758035,1142304153776161,23,4,1142304148022306,1142304162892152,1142304150822984,1142304165701735,1142304167552100,1142304180709080,0,0
2.0-fast-8,1142305152719281,1142305160551834,24,1,1142305154980063,1142305169777825,1142305167458918,1142305182181524,1142305183679024,1142305199670588,1142305232500852,1142305351538989
2.0-fast-8,1142306160879330,1142306167671310,25,2,1142306163092038,1142306177181519,1142306171059643,1142306185743916,1142306187399697,1142306201265167,1142306234476056,1142306355066432
2.0-fast-8,1142307166579065,1142307174567608,26,3,1142307168494847,1142307184134536,1142307174162764,1142307188812661,1142307190674380,1142307204739746,0,0
2.0-fast-8,1142308173755624,1142308181672812,27,4,1142308176010364,1142308190901303,1142308176668749,1142308191882449,1142308193938855,1142308207615419,0,0
2.0-fast-8,1142309180769058,1142309188563538,28,1,1142309183077079,1142309197827080,1142309193950205,1142309210635363,1142309212248748,1142309226037552,1142309256856774,1142309377309806
2.0-fast-8,1142310187713585,1142310195663586,29,2,1142310190318637,1142310205186764,1142310197908430,1142310212326296,1142310214049890,1142310228080256,1142310275891615,1142310380010167
2.0-fast-8,1142311194715092,1142311202571395,30,3,1142311197030977,1142311211886031,1142311200373321,1142311215652490,1142311217477802,1142311231136449,0,0
2.0-fast-8,1142312201620296,1142312209811339,31,4,1142312203798473,1142312219178319,1142312204510557,1142312235426237,1142312237255560,1142312251928999,0,0
2.0-fast-8,1142313208811022,1142313216551751,32,1,1142313210850761,1142313224713106,1142313221454148,1142313237309931,1142313239087014,1142313253736755,1142313285939310,1142313405297656
2.0-fast-8,1142314215599663,1142314223544143,33,2,1142314217802841,1142314233231071,1142314222594456,1142314239177166,1142314240769458,1142314254794980,1142314287855764,1142314406916558
2.0-fast-8,1142315222901639,1142315230680754,34,3,1142315225278097,1142315240249088,1142315227603671,1142315242703932,1142315244577943,1142315256895757,0,0
2.0-fast-8,1142316229564500,1142316237559657,35,4,1142316231838146,1142316246854553,1142316244706480,1142316261231846,1142316263298565,1142316277194088,0,0
2.0-fast-8,1142317236731683,1142317244663351,36,1,1142317239054079,1142317251160643,1142317248137934,1142317263478040,1142317265046321,1142317279781687,1142317312188930,1142317431741807
2.0-fast-8,1142318243776836,1142318251693816,37,2,1142318247049180,1142318260812827,1142318251496316,1142318266346057,1142318267986265,1142318281916371,1142318329587261,1142318434405032
2.0-fast-8,1142319250709644,1142319258758812,38,3,1142319252771519,1142319267988969,1142319253857717,1142319268940896,1142319270903813,1142319284353345,0,0
2.0-fast-8,1142320257859120,1142320265685839,39,4,1142320260051047,1142320275099017,1142320271537090,1142320288096050,1142320290049852,1142320306127354,0,0
2.0-fast-8,1142321264729532,1142321272822398,40,1,1142321267162189,1142321282249326,1142321274626044,1142321290770525,1142321292389223,1142321306475370,1142321338019748,1142321458035489
2.0-fast-8,1142322271709789,1142322279668696,41,2,1142322274383852,1142322289020207,1142322276961144,1142322292133853,1142322293983749,1142322308129845,1142322340732244,1142322460130745
2.0-fast-8,1142323278584473,1142323286684578,42,3,1142323282994265,1142323296010724,1142323284858692,1142323311635674,1142323313490726,1142323327551352,0,0
2.0-fast-8,1142324285735354,1142324293673688,43,4,1142324288043167,1142324302248064,1142324298171032,1142324314698690,1142324316662493,1142324331529161,0,0
2.0-fast-8,1142325292769152,1142325300725768,44,1,1142325296033111,1142325310208373,1142325301199049,1142325316876967,1142325318484936,1142325332141500,1142325364855201,1142325484625526
2.0-fast-8,1142326299567534,1142326307680920,45,2,1142326303797014,1142326316917431,1142326305995607,1142326319750973,1142326321449984,1142326334861392,1142326384631501,1142326487140469
2.0-fast-8,1142327306722218,1142327314746906,46,3,1142327309544770,1142327324410344,1142327322367323,1142327338309200,1142327340203054,1142327354999827,0,0
2.0-fast-8,1142328313747995,1142328321667371,47,4,1142328316054401,1142328328660705,1142328325239507,1142328341208571,1142328343111696,1142328356838624,0,0
2.1-cruise-120,1142024230262182,1142024238105360,0,1,1142024232699630,1142024254382236,1142024236408953,1142024268275936,1142024319604951,1142024333756567,1142024365170112,1142024484985384
2.1-cruise-120,1142025237104001,1142025244997908,1,2,1142025240082595,1142025256959472,1142025254049940,1142025270869629,1142025321599582,1142025336417917,1142025370116670,1142025488330640
2.1-cruise-120,1142026244002174,1142026252082123,2,3,1142026246938529,1142026259770509,1142026257191290,1142026273177906,1142026324668953,1142026339100673,0,0
2.1-cruise-120,1142027251001962,1142027258969098,3,4,1142027253886858,1142027278694413,1142027260134879,1142027292646341,1142027327830772,1142027343049575,0,0
2.1-cruise-120,1142028258047479,1142028266170813,4,1,1142028261056177,1142028281072690,1142028263388209,1142028295208368,1142028345893321,1142028360846447,1142028408294213,1142028512425890
2.1-cruise-120,1142029265131173,1142029273269247,5,2,1142029268017371,1142029283450289,1142029281382112,1142029296424041,1142029348502431,1142029363428579,1142029395260769,1142029513075104
2.1-cruise-120,1142030272127107,1142030280079920,6,3,1142030274457367,1142030302937735,1142030282824868,1142030316242163,1142030350271073,1142030365006803,0,0
2.1-cruise-120,1142031278967624,1142031287090176,7,4,1142031281125176,1142031305094605,1142031285456374,1142031319020284,1142031352611798,1142031367791174,0,0
2.1-cruise-120,1142032285977047,1142032293979287,8,1,1142032287866162,1142032307870278,1142032303456424,1142032320884082,1142032371131326,1142032385624036,1142032417939820,1142032536602228
2.1-cruise-120,1142033292974178,1142033301094075,9,2,1142033295108241,1142033310198868,1142033306285117,1142033322897202,1142033373479395,1142033387931011,1142033421117524,1142033538323317
2.1-cruise-120,1142034299988081,1142034308102457,10,3,1142034302693289,1142034329513084,1142034309094019,1142034341811418,1142034376506526,1142034390792777,0,0
2.1-cruise-120,1142035307164171,1142035315080369,11,4,1142035309586567,1142035331782038,1142035312655005,1142035343085164,1142035378247511,1142035393351940,0,0
2.1-cruise-120,1142036314294271,1142036322248647,12,1,1142036317293282,1142036334190419,1142036330507502,1142036347071774,1142036398213134,1142036413042823,1142036445731420,1142036565247890
2.1-cruise-120,1142037321145569,1142037329082810,13,2,1142037325655882,1142037336718800,1142037333051612,1142037349369062,1142037400549067,1142037414934954,1142037448166728,1142037567602104
2.1-cruise-120,1142038328174315,1142038336158431,14,3,1142038330915305,1142038356139422,1142038336671712,1142038369323382,1142038403164635,1142038417378647,0,0
2.1-cruise-120,1142039335136134,1142039343082489,15,4,1142039337828218,1142039358886137,1142039340196604,1142039370828951,1142039422280258,1142039439113645,0,0
2.1-cruise-120,1142040341993266,1142040350170090,16,1,1142040344712329,1142040361489830,1142040358011132,1142040373570248,1142040424531816,1142040440111140,1142040473289894,1142040590547926
2.1-cruise-120,1142041348995918,1142041357103732,17,2,1142041351909825,1142041380057640,1142041360348576,1142041392908423,1142041426916395,1142041442080355,1142041473676660,1142041593328651
2.1-cruise-120,1142042356475290,1142042364081280,18,3,1142042359035082,1142042382909198,1142042364774145,1142042396310294,1142042430006182,1142042445698528,0,0
2.1-cruise-120,1142043363130546,1142043371093307,19,4,1142043367535963,1142043384964507,1142043368427526,1142043398123570,1142043449255138,1142043464447119,0,0
2.1-cruise-120,1142044370119657,1142044378017678,20,1,1142044372766428,1142044387902940,1142044384112575,1142044400986535,1142044451698727,1142044467189302,1142044498165034,1142044618861088
2.1-cruise-120,1142045377161007,1142045385335695,21,2,1142045381073976,1142045406799031,1142045388446946,1142045419978616,1142045453260598,1142045468549558,1142045501595030,1142045621187959
2.1-cruise-120,1142046384011055,1142046392093765,22,3,1142046387087149,1142046409679287,1142046391159025,1142046422227309,1142046456351531,1142046470352783,0,0
2.1-cruise-120,1142047391264854,1142047399060063,23,4,1142047394111989,1142047411924856,1142047407827459,1142047425076628,1142047475549706,1142047492226843,0,0
2.1-cruise-120,1142048397995162,1142048406074746,24,1,1142048400437610,1142048414070424,1142048410006726,1142048426388342,1142048477622931,1142048492276005,1142048525419446,1142048645105760
2.1-cruise-120,1142049405025419,1142049413090368,25,2,1142049409929221,1142049433755682,1142049418162451,1142049444733600,1142049480044697,1142049494903032,1142049528202254,1142049645235182
2.1-cruise-120,1142050412130780,1142050420083072,26,3,1142050414616249,1142050436420157,1142050417269738,1142050447914898,1142050499298653,1142050514032873,0,0
2.1-cruise-120,1142051419005255,1142051426984527,27,4,1142051421977755,1142051438896611,1142051435075256,1142051451187862,1142051502135263,1142051518164744,0,0
2.1-cruise-120,1142052426198220,1142052434091450,28,1,1142052429686710,1142052441436294,1142052438368898,1142052453707598,1142052504271769,1142052520006302,1142052551138857,1142052670323192
2.1-cruise-120,1142053433083008,1142053441096394,29,2,1142053435458997,1142053460163948,1142053441536967,1142053472839730,1142053505074265,1142053520975256,1142053554376405,1142053672690896
2.1-cruise-120,1142054440128629,1142054448073421,30,3,1142054442793369,1142054462995558,1142054444559254,1142054475125924,1142054526469158,1142054541174316,0,0
2.1-cruise-120,1142055447259250,1142055455150449,31,4,1142055450142271,1142055465548679,1142055461285762,1142055478300868,1142055528749518,1142055544298895,0,0
2.1-cruise-120,1142056454186277,1142056462074247,32,1,1142056456641746,1142056484226489,1142056464432424,1142056497132323,1142056530959045,1142056546713474,1142056577445196,1142056698500364
2.1-cruise-120,1142057461147315,1142057468975180,33,2,1142057463474399,1142057487315703,1142057467214659,1142057499429402,1142057532974979,1142057547544355,1142057580261390,1142057700757860
2.1-cruise-120,1142058468159134,1142058476075020,34,3,1142058471394135,1142058490164657,1142058485381740,1142058501935492,1142058552977893,1142058567053311,0,0
2.1-cruise-120,1142059475193662,1142059483242152,35,4,1142059478253401,1142059492173038,1142059487600121,1142059503872310,1142059555315597,1142059570467057,0,0
2.1-cruise-120,1142060482075689,1142060490091731,36,1,1142060485601366,1142060511244390,1142060491276679,1142060523173297,1142060557782728,1142060572586740,1142060605352785,1142060722707640
2.1-cruise-120,1142061488996518,1142061497085478,37,2,1142061491331050,1142061513912302,1142061494219592,1142061525549022,1142061576754183,1142061591201789,1142061624616792,1142061743618210
2.1-cruise-120,1142062496471410,1142062504117036,38,3,1142062499863807,1142062516634746,1142062512245891,1142062528758028,1142062579633138,1142062594772827,0,0
2.1-cruise-120,1142063503162240,1142063511083387,39,4,1142063506045521,1142063519200158,1142063515186460,1142063531104586,1142063582174696,1142063597359593,0,0
2.1-cruise-120,1142064510258903,1142064517999841,40,1,1142064512750101,1142064537967968,1142064518721143,1142064550369115,1142064584171827,1142064600314016,1142064632237457,1142064750288458
2.1-cruise-120,1142065517127909,1142065525079733,41,2,1142065519587076,1142065540648433,1142065521379108,1142065552148954,1142065603685678,1142065618562763,1142065651426360,1142065771054133
2.1-cruise-120,1142066524143895,1142066532092073,42,3,1142066526876708,1142066543137126,1142066538942334,1142066555550773,1142066606857341,1142066621587082,0,0
2.1-cruise-120,1142067531132225,1142067539087434,43,4,1142067534807694,1142067562264832,1142067541789569,1142067574461864,1142067608428378,1142067623978171,0,0
2.1-cruise-120,1142068538161544,1142068546123992,44,1,1142068541293627,1142068564489619,1142068545925815,1142068577140558,1142068610713165,1142068625744625,1142068658185253,1142068778480838
2.1-cruise-120,1142069545220498,1142069552961541,45,2,1142069548701332,1142069567199407,1142069562692062,1142069578853626,1142069629758215,1142069644984466,1142069677562230,1142069797344950
2.1-cruise-120,1142070552188932,1142070560079610,46,3,1142070554863307,1142070569720756,1142070564980079,1142070581242424,1142070632402846,1142070647966337,0,0
2.1-cruise-120,1142071559195178,1142071567124137,47,4,1142071562744762,1142071588719816,1142071568694189,1142071600523411,1142071635488154,1142071650376802,0,0
2.1-cruise-8,1141960031949484,1141960039730839,0,1,1141960033856047,1141960049320684,1141960042382090,1141960057225945,1141960057785216,1141960073195218,1141960106262721,1141960225211743
2.1-cruise-8,1141961038746981,1141961046840888,1,2,1141961040882345,1141961056090159,1141961044906981,1141961060275576,1141961060804379,1141961077038391,1141961108888446,1141961227520749
2.1-cruise-8,1141962045725414,1141962053870936,2,3,1141962047715310,1141962063150155,1141962063580312,1141962063690364,1141962064485051,1141962078701720,0,0
2.1-cruise-8,1141963052986140,1141963060851297,3,4,1141963055009525,1141963068518068,1141963066404318,1141963082061142,1141963082783174,1141963098030154,0,0
2.1-cruise-8,1141964060045198,1141964067891136,4,1,1141964062666292,1141964077348585,1141964070308064,1141964084292336,1141964084867805,1141964100434004,1141964148721092,1141964251115009
2.1-cruise-8,1141965066881340,1141965074733633,5,2,1141965068743944,1141965083997279,1141965072277747,1141965087463165,1141965087982384,1141965101556969,1141965150384994,1141965253814067
2.1-cruise-8,1141966073900190,1141966081872847,6,3,1141966076623055,1141966090817119,1141966088954463,1141966105422746,1141966106144829,1141966121129518,0,0
2.1-cruise-8,1141967080753989,1141967088845812,7,4,1141967083154458,1141967098205345,1141967091600656,1141967107732898,1141967108366439,1141967123941128,0,0
2.1-cruise-8,1141968087791224,1141968095927736,8,1,1141968090576746,1141968105102580,1141968095795131,1141968109890758,1141968110422268,1141968126315759,1141968174054306,1141968277906400
2.1-cruise-8,1141969094841793,1141969102792263,9,2,1141969097761481,1141969112030962,1141969098911533,1141969112786952,1141969113379816,1141969128018203,1141969177853364,1141969280795458
2.1-cruise-8,1141970101903508,1141970109855280,10,3,1141970103923509,1141970119293458,1141970115336166,1141970132071272,1141970132779449,1141970147479138,0,0
